source,target,relation,confidence,weight,source_file
paper_0153_slam_supplement_cvpr,metric_rpe,evaluates_with,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0153_slam_supplement_cvpr,metric_spl,evaluates_with,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0153_slam_supplement_cvpr,metric_ssim,evaluates_with,EXTRACTED,1.0,0153_[SLAM-Supplement]_`CVPR`.md
paper_0154_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,concept_lidar,references,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,concept_navigation,references,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,concept_visual_localization,references,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,dataset_dtu,shares_data_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,dataset_euroc,shares_data_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,dataset_replica,shares_data_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,dataset_scannet,shares_data_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,metric_lpips,evaluates_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0154_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0154_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,dataset_replica,shares_data_with,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,dataset_tum_rgbd,shares_data_with,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,metric_lpips,evaluates_with,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,metric_rpe,evaluates_with,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0155_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0155_[SLAM-Supplement]_`arXiv`.md
paper_0156_slam_supplement_eccv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0156_slam_supplement_eccv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0156_slam_supplement_eccv,concept_imu_integration,references,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0156_slam_supplement_eccv,concept_nerf,references,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0156_slam_supplement_eccv,concept_reconstruction,references,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0156_slam_supplement_eccv,concept_slam,references,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0156_slam_supplement_eccv,concept_visual_localization,references,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0156_slam_supplement_eccv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0156_slam_supplement_eccv,metric_ate,evaluates_with,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0156_slam_supplement_eccv,metric_iou,evaluates_with,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0156_slam_supplement_eccv,metric_rpe,evaluates_with,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0156_slam_supplement_eccv,metric_spl,evaluates_with,EXTRACTED,1.0,0156_[SLAM-Supplement]_`ECCV`.md
paper_0157_slam_supplement_nips,category_slam_supplement,belongs_to,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,concept_imu_integration,references,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,concept_navigation,references,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,concept_nerf,references,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,concept_reconstruction,references,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,concept_slam,references,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,concept_visual_localization,references,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,dataset_scannet,shares_data_with,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,metric_accuracy,evaluates_with,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,metric_ate,evaluates_with,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,metric_iou,evaluates_with,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0157_slam_supplement_nips,metric_spl,evaluates_with,EXTRACTED,1.0,0157_[SLAM-Supplement]_`NIPS`.md
paper_0158_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,dataset_euroc,shares_data_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,dataset_replica,shares_data_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,dataset_scannet,shares_data_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,metric_lpips,evaluates_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0158_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0158_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,concept_lidar,references,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,concept_navigation,references,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,concept_visual_localization,references,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,dataset_kitti,shares_data_with,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,metric_rpe,evaluates_with,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0159_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0159_[SLAM-Supplement]_`arXiv`.md
paper_0160_slam_supplement_iros,category_slam_supplement,belongs_to,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,concept_imu_integration,references,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,concept_lidar,references,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,concept_navigation,references,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,concept_nerf,references,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,concept_reconstruction,references,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,concept_semantic_mapping,references,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,concept_slam,references,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,dataset_euroc,shares_data_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,metric_accuracy,evaluates_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,metric_ate,evaluates_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,metric_iou,evaluates_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,metric_psnr,evaluates_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,metric_recall,evaluates_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,metric_rpe,evaluates_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,metric_spl,evaluates_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0160_slam_supplement_iros,metric_ssim,evaluates_with,EXTRACTED,1.0,0160_[SLAM-Supplement]_`IROS`.md
paper_0161_slam_supplement_ral,category_slam_supplement,belongs_to,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,concept_imu_integration,references,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,concept_lidar,references,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,concept_pose_graph_optimization,references,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,concept_reconstruction,references,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,concept_slam,references,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,metric_accuracy,evaluates_with,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,metric_ate,evaluates_with,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,metric_lpips,evaluates_with,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,metric_psnr,evaluates_with,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,metric_rpe,evaluates_with,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,metric_spl,evaluates_with,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0161_slam_supplement_ral,metric_ssim,evaluates_with,EXTRACTED,1.0,0161_[SLAM-Supplement]_`RAL`.md
paper_0162_slam_supplement_iros,category_slam_supplement,belongs_to,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,concept_imu_integration,references,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,concept_lidar,references,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,concept_nerf,references,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,concept_reconstruction,references,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,concept_slam,references,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,dataset_replica,shares_data_with,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,metric_accuracy,evaluates_with,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,metric_ate,evaluates_with,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,metric_chamfer,evaluates_with,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,metric_iou,evaluates_with,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,metric_psnr,evaluates_with,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,metric_rpe,evaluates_with,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,metric_spl,evaluates_with,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0162_slam_supplement_iros,metric_ssim,evaluates_with,EXTRACTED,1.0,0162_[SLAM-Supplement]_`IROS`.md
paper_0163_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,concept_lidar,references,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,concept_navigation,references,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,dataset_kitti,shares_data_with,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,dataset_nuscenes,shares_data_with,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,metric_lpips,evaluates_with,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0163_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0163_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,concept_lidar,references,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,concept_navigation,references,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,metric_chamfer,evaluates_with,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,metric_lpips,evaluates_with,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,metric_rpe,evaluates_with,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,metric_spl,evaluates_with,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0164_slam_supplement_arxiv,metric_ssim,evaluates_with,EXTRACTED,1.0,0164_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,category_slam_supplement,belongs_to,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,concept_imu_integration,references,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,concept_lidar,references,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,concept_navigation,references,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,concept_nerf,references,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,concept_reconstruction,references,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,concept_slam,references,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,metric_ate,evaluates_with,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,metric_iou,evaluates_with,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,metric_lpips,evaluates_with,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,metric_psnr,evaluates_with,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
paper_0165_slam_supplement_arxiv,metric_rpe,evaluates_with,EXTRACTED,1.0,0165_[SLAM-Supplement]_`arXiv`.md
